game_id,play_id,nfl_id,player_name,position,player_side,is_target,x_start,y_start,x_mid,y_mid,s_mid,dir_mid,o_mid,dx_start_mid,dy_start_mid,dx_mid_end,dy_mid_end
2023090700,101,43290,Jared Goff,QB,Offense,0,37.36,30.07,36.03,30.14,2.05,271.58,161.09,-1.33,0.07,-0.62,-0.15
2023090700,101,44930,Josh Reynolds,WR,Offense,1,41.03,12.17,43.95,13.38,5.76,70.45,77.24,2.92,1.21,8.48,0.76
2023090700,101,46137,Justin Reid,SS,Defense,0,51.32,20.69,52.48,20.38,1.95,117.22,261.76,1.16,-0.31,3.34,-2.71
2023090700,101,52546,L'Jarius Sneed,CB,Defense,0,44.42,11.69,46.17,12.66,3.03,63.42,287.25,1.75,0.97,1.84,-0.22
2023090700,101,53487,Nick Bolton,MLB,Defense,0,44.56,27.66,45.58,26.61,3.21,146.96,192.07,1.02,-1.05,3.6,-4.61
2023090700,101,53541,Amon-Ra St. Brown,WR,Offense,0,40.61,19.12,43.26,18.69,4.8,106.77,98.63,2.65,-0.43,3.59,-5.38
2023090700,101,53959,Brock Wright,TE,Offense,0,40.91,35.14,43.89,36.17,5.51,73.96,86.89,2.98,1.03,6.71,0.26
2023090700,101,54486,Trent McDuffie,CB,Defense,0,43.61,39.42,44.82,40.5,2.72,61.68,158.31,1.21,1.08,4.76,1.46
2023090700,101,54527,Bryan Cook,FS,Defense,0,52.33,36.94,53.56,36.75,2.35,96.14,239.0,1.23,-0.19,3.67,-1.16
2023090700,194,41325,Jerick McKinnon,RB,Offense,1,93.33,27.85,93.98,27.18,2.14,179.87,225.08,0.65,-0.67,-5.0,-4.95
2023090700,194,44822,Patrick Mahomes,QB,Offense,0,93.76,30.15,96.28,29.67,2.53,91.11,344.78,2.52,-0.48,1.34,0.0
2023090700,194,44888,Alex Anzalone,OLB,Defense,0,84.92,32.43,85.28,32.14,0.35,144.99,80.4,0.36,-0.29,0.07,-0.91
2023090700,194,44906,Cameron Sutton,CB,Defense,0,86.76,43.71,84.01,41.58,4.19,247.05,184.53,-2.75,-2.13,-7.31,-0.7
2023090700,194,46213,Justin Watson,WR,Offense,0,90.55,14.39,86.78,15.67,6.14,288.53,254.64,-3.77,1.28,-8.89,2.71
2023090700,194,46243,Marquez Valdes-Scantling,WR,Offense,0,89.99,41.86,85.7,40.15,4.69,248.2,167.11,-4.29,-1.71,-1.8,0.3
2023090700,194,47888,C.J. Gardner-Johnson,SS,Defense,0,85.64,39.3,84.15,38.16,1.76,334.22,73.58,-1.49,-1.14,-0.63,2.66
2023090700,194,53591,Noah Gray,TE,Offense,0,89.82,21.78,85.36,23.21,5.82,294.47,266.06,-4.46,1.43,-7.54,5.0
2023090700,194,53953,Jerry Jacobs,CB,Defense,0,88.19,13.97,85.58,14.74,5.02,296.36,20.14,-2.61,0.77,-8.48,3.42
2023090700,194,54519,Skyy Moore,WR,Offense,0,91.49,39.53,87.29,39.28,5.34,297.14,291.27,-4.2,-0.25,-9.39,5.76
2023090700,194,54562,Kerby Joseph,FS,Defense,0,74.12,27.21,70.7,27.8,3.29,301.16,73.37,-3.42,0.59,-4.01,5.84
2023090700,194,54653,Malcolm Rodriguez,ILB,Defense,0,85.76,29.14,90.18,28.06,4.67,112.97,99.92,4.42,-1.08,0.61,-5.31
2023090700,194,55910,Brian Branch,SS,Defense,0,86.7,21.16,84.74,22.43,4.68,302.93,15.3,-1.96,1.27,-7.19,5.06
2023090700,219,44822,Patrick Mahomes,QB,Offense,0,83.6,23.79,84.27,23.63,2.21,103.09,268.01,0.67,-0.16,1.6,-0.66
2023090700,219,44888,Alex Anzalone,OLB,Defense,0,74.58,18.02,74.52,17.9,0.76,217.79,103.49,-0.06,-0.12,-1.49,-1.12
2023090700,219,44906,Cameron Sutton,CB,Defense,0,74.49,44.01,73.95,44.06,1.61,273.36,173.84,-0.54,0.05,-2.56,-0.08
2023090700,219,46243,Marquez Valdes-Scantling,WR,Offense,0,79.91,15.74,78.58,15.65,3.92,263.89,262.25,-1.33,-0.09,-4.71,-0.61
2023090700,219,46309,Richie James,WR,Offense,0,80.48,43.49,79.43,43.52,3.17,271.55,250.63,-1.05,0.03,-4.18,-0.07
2023090700,219,47888,C.J. Gardner-Johnson,SS,Defense,0,66.25,33.69,66.05,33.66,0.62,263.56,91.07,-0.2,-0.03,-1.56,-0.47
2023090700,219,52440,Clyde Edwards-Helaire,RB,Offense,0,83.56,26.32,83.38,26.41,0.73,295.41,281.74,-0.18,0.09,-1.38,0.74
2023090700,219,53542,Derrick Barnes,MLB,Defense,0,74.39,24.0,74.51,23.86,0.77,143.33,82.74,0.12,-0.14,-0.27,-0.14
2023090700,219,53591,Noah Gray,TE,Offense,1,80.57,10.65,79.43,10.43,3.47,260.74,270.41,-1.14,-0.22,-3.45,-0.21
2023090700,219,53953,Jerry Jacobs,CB,Defense,0,73.94,10.25,73.4,9.94,1.95,247.23,7.72,-0.54,-0.31,-2.23,-0.69
2023090700,219,54519,Skyy Moore,WR,Offense,0,80.03,34.98,79.24,34.48,3.26,239.44,268.22,-0.79,-0.5,-3.96,-1.6
2023090700,219,54562,Kerby Joseph,FS,Defense,0,68.51,16.8,68.3,16.69,0.83,252.05,103.59,-0.21,-0.11,-1.74,-0.37
2023090700,219,55910,Brian Branch,SS,Defense,0,75.86,33.6,76.02,32.74,1.49,177.64,93.82,0.16,-0.86,-0.76,-1.01
2023090700,361,38696,Marvin Jones,WR,Offense,1,20.65,37.9,28.81,45.97,6.45,55.32,104.24,8.16,8.07,5.38,2.36
2023090700,361,43290,Jared Goff,QB,Offense,0,17.06,30.09,13.66,29.04,2.24,198.92,160.09,-3.4,-1.05,-6.03,-3.3
